Request id,Pickup point,Driver ID,Status,Pickup Date,Pickup Time,Drop Date,Drop Time,Day Of Week,Hour_of_Pickup,Time_slots,Ride_Sucess,Car_Avaibility
5719,Airport,156,Trip Completed,07/15/2016,7:45:50 AM,07/15/2016,8:21:28 AM,Friday,7,Early Morning,Full_Filled,Availaible
5720,City,267,Cancelled,07/15/2016,7:37:57 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5721,City,0,No Cars Available,07/15/2016,7:41:08 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5722,City,0,No Cars Available,07/15/2016,7:39:21 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5723,City,22,Cancelled,07/15/2016,7:44:45 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5724,City,46,Trip Completed,07/15/2016,7:40:09 AM,07/15/2016,8:48:45 AM,Friday,7,Early Morning,Full_Filled,Availaible
5725,City,0,No Cars Available,07/15/2016,7:42:21 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5726,City,0,No Cars Available,07/15/2016,7:46:01 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5727,City,0,No Cars Available,07/15/2016,7:41:35 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5728,City,81,Trip Completed,07/15/2016,7:42:05 AM,07/15/2016,8:45:06 AM,Friday,7,Early Morning,Full_Filled,Availaible
5729,City,93,Cancelled,07/15/2016,7:49:26 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5730,City,111,Trip Completed,07/15/2016,7:50:11 AM,07/15/2016,8:45:08 AM,Friday,7,Early Morning,Full_Filled,Availaible
5731,City,117,Cancelled,07/15/2016,7:47:32 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5732,Airport,133,Trip Completed,07/15/2016,7:47:51 AM,07/15/2016,8:21:15 AM,Friday,7,Early Morning,Full_Filled,Availaible
5733,City,200,Cancelled,07/15/2016,7:51:13 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5734,City,201,Trip Completed,07/15/2016,7:44:40 AM,07/15/2016,8:53:10 AM,Friday,7,Early Morning,Full_Filled,Availaible
5735,City,229,Cancelled,07/15/2016,7:47:22 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5736,City,70,Cancelled,07/15/2016,7:50:43 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5737,City,197,Trip Completed,07/15/2016,7:49:44 AM,07/15/2016,8:58:00 AM,Friday,7,Early Morning,Full_Filled,Availaible
5738,City,202,Trip Completed,07/15/2016,7:53:44 AM,07/15/2016,8:20:45 AM,Friday,7,Early Morning,Full_Filled,Availaible
5739,City,0,No Cars Available,07/15/2016,7:50:43 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5740,Airport,105,Trip Completed,07/15/2016,7:50:35 AM,07/15/2016,8:58:38 AM,Friday,7,Early Morning,Full_Filled,Availaible
5741,City,6,Trip Completed,07/15/2016,7:52:50 AM,07/15/2016,8:38:54 AM,Friday,7,Early Morning,Full_Filled,Availaible
5742,City,223,Trip Completed,07/15/2016,7:52:17 AM,07/15/2016,8:51:49 AM,Friday,7,Early Morning,Full_Filled,Availaible
5743,City,0,No Cars Available,07/15/2016,7:59:33 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5744,City,0,No Cars Available,07/15/2016,7:55:53 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5745,City,0,No Cars Available,07/15/2016,7:58:18 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5746,City,70,Trip Completed,07/15/2016,7:52:17 AM,07/15/2016,8:33:37 AM,Friday,7,Early Morning,Full_Filled,Availaible
5747,City,0,No Cars Available,07/15/2016,7:58:52 AM,NA,NA,Friday,7,Early Morning,Not Availaible,No Car Availaible
5748,City,119,Cancelled,07/15/2016,7:57:57 AM,NA,NA,Friday,7,Early Morning,Cancelled,Availaible
5749,Airport,287,Trip Completed,07/15/2016,7:59:14 AM,07/15/2016,8:48:49 AM,Friday,7,Early Morning,Full_Filled,Availaible
5750,City,203,Cancelled,07/15/2016,8:03:17 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5751,City,104,Cancelled,07/15/2016,8:03:00 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5752,City,180,Trip Completed,07/15/2016,8:02:04 AM,07/15/2016,9:09:26 AM,Friday,8,Morning,Full_Filled,Availaible
5753,City,235,Trip Completed,07/15/2016,8:05:17 AM,07/15/2016,8:43:50 AM,Friday,8,Morning,Full_Filled,Availaible
5754,City,35,Cancelled,07/15/2016,8:05:15 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5755,City,241,Cancelled,07/15/2016,8:05:55 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5756,City,170,Trip Completed,07/15/2016,8:03:00 AM,07/15/2016,8:51:46 AM,Friday,8,Morning,Full_Filled,Availaible
5757,City,38,Trip Completed,07/15/2016,8:12:20 AM,07/15/2016,9:17:54 AM,Friday,8,Morning,Full_Filled,Availaible
5758,City,0,No Cars Available,07/15/2016,8:06:06 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5759,City,83,Trip Completed,07/15/2016,8:16:35 AM,07/15/2016,8:54:41 AM,Friday,8,Morning,Full_Filled,Availaible
5760,City,157,Cancelled,07/15/2016,8:14:29 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5761,City,251,Cancelled,07/15/2016,8:18:14 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5762,City,0,No Cars Available,07/15/2016,8:23:08 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5763,City,121,Cancelled,07/15/2016,8:20:32 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5764,City,274,Trip Completed,07/15/2016,8:17:31 AM,07/15/2016,9:01:46 AM,Friday,8,Morning,Full_Filled,Availaible
5765,City,164,Cancelled,07/15/2016,8:18:12 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5766,City,191,Trip Completed,07/15/2016,8:19:48 AM,07/15/2016,9:18:32 AM,Friday,8,Morning,Full_Filled,Availaible
5767,City,240,Cancelled,07/15/2016,8:19:52 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5768,City,162,Trip Completed,07/15/2016,8:27:01 AM,07/15/2016,9:30:13 AM,Friday,8,Morning,Full_Filled,Availaible
5769,City,264,Cancelled,07/15/2016,8:21:37 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5770,Airport,0,No Cars Available,07/15/2016,8:16:05 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5771,Airport,4,Trip Completed,07/15/2016,8:30:05 AM,07/15/2016,9:37:19 AM,Friday,8,Morning,Full_Filled,Availaible
5772,City,188,Cancelled,07/15/2016,8:22:59 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5773,City,0,No Cars Available,07/15/2016,8:24:44 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5774,City,175,Trip Completed,07/15/2016,8:29:24 AM,07/15/2016,9:22:31 AM,Friday,8,Morning,Full_Filled,Availaible
5775,City,45,Cancelled,07/15/2016,8:24:01 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5776,City,0,No Cars Available,07/15/2016,8:25:08 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5777,City,0,No Cars Available,07/15/2016,8:27:07 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5778,City,11,Trip Completed,07/15/2016,8:22:03 AM,07/15/2016,9:13:03 AM,Friday,8,Morning,Full_Filled,Availaible
5779,City,0,No Cars Available,07/15/2016,8:27:55 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5780,City,51,Cancelled,07/15/2016,8:29:03 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5781,City,23,Trip Completed,07/15/2016,8:35:46 AM,07/15/2016,9:42:27 AM,Friday,8,Morning,Full_Filled,Availaible
5782,City,113,Cancelled,07/15/2016,8:35:30 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5783,City,142,Cancelled,07/15/2016,8:30:13 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5784,City,16,Cancelled,07/15/2016,8:34:58 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5785,City,190,Cancelled,07/15/2016,8:32:48 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5786,City,261,Trip Completed,07/15/2016,8:30:58 AM,07/15/2016,9:32:17 AM,Friday,8,Morning,Full_Filled,Availaible
5787,City,262,Cancelled,07/15/2016,8:30:20 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5788,City,154,Cancelled,07/15/2016,8:32:00 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5789,Airport,198,Trip Completed,07/15/2016,8:32:38 AM,07/15/2016,9:15:15 AM,Friday,8,Morning,Full_Filled,Availaible
5790,Airport,85,Trip Completed,07/15/2016,8:31:41 AM,07/15/2016,9:40:10 AM,Friday,8,Morning,Full_Filled,Availaible
5791,City,62,Trip Completed,07/15/2016,8:35:11 AM,07/15/2016,9:19:34 AM,Friday,8,Morning,Full_Filled,Availaible
5792,City,154,Cancelled,07/15/2016,8:38:11 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5793,Airport,225,Trip Completed,07/15/2016,8:38:57 AM,07/15/2016,9:41:55 AM,Friday,8,Morning,Full_Filled,Availaible
5794,City,207,Cancelled,07/15/2016,8:38:35 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5795,City,256,Cancelled,07/15/2016,8:41:36 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5796,City,0,No Cars Available,07/15/2016,8:40:52 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5797,City,0,No Cars Available,07/15/2016,8:39:21 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5798,City,120,Cancelled,07/15/2016,8:40:37 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5799,Airport,128,Trip Completed,07/15/2016,8:41:46 AM,07/15/2016,9:11:50 AM,Friday,8,Morning,Full_Filled,Availaible
5800,City,279,Cancelled,07/15/2016,8:44:20 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5801,City,290,Cancelled,07/15/2016,8:40:02 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5802,City,290,Trip Completed,07/15/2016,8:43:20 AM,07/15/2016,9:08:11 AM,Friday,8,Morning,Full_Filled,Availaible
5803,City,0,No Cars Available,07/15/2016,8:40:45 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5804,City,0,No Cars Available,07/15/2016,8:42:40 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5805,City,68,Cancelled,07/15/2016,8:36:48 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5806,Airport,81,Cancelled,07/15/2016,8:46:32 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5807,City,159,Trip Completed,07/15/2016,8:41:35 AM,07/15/2016,9:11:57 AM,Friday,8,Morning,Full_Filled,Availaible
5808,City,237,Cancelled,07/15/2016,8:39:56 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5809,City,269,Cancelled,07/15/2016,8:48:19 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5810,City,0,No Cars Available,07/15/2016,8:46:51 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5811,City,24,Trip Completed,07/15/2016,8:46:29 AM,07/15/2016,9:26:33 AM,Friday,8,Morning,Full_Filled,Availaible
5812,City,293,Cancelled,07/15/2016,8:44:39 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5813,City,0,No Cars Available,07/15/2016,8:46:26 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5814,City,43,Trip Completed,07/15/2016,8:43:56 AM,07/15/2016,9:55:22 AM,Friday,8,Morning,Full_Filled,Availaible
5815,City,121,Cancelled,07/15/2016,8:47:14 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5816,City,220,Cancelled,07/15/2016,8:44:57 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5817,City,232,Cancelled,07/15/2016,8:46:28 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5818,City,0,No Cars Available,07/15/2016,8:49:20 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5819,City,0,No Cars Available,07/15/2016,8:49:20 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5820,City,267,Cancelled,07/15/2016,8:50:09 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5821,City,233,Cancelled,07/15/2016,8:54:59 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5822,Airport,79,Trip Completed,07/15/2016,8:53:58 AM,07/15/2016,9:40:05 AM,Friday,8,Morning,Full_Filled,Availaible
5823,City,199,Trip Completed,07/15/2016,8:56:31 AM,07/15/2016,10:07:31 AM,Friday,8,Morning,Full_Filled,Availaible
5824,City,249,Cancelled,07/15/2016,8:50:26 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5825,Airport,267,Trip Completed,07/15/2016,8:54:52 AM,07/15/2016,9:52:30 AM,Friday,8,Morning,Full_Filled,Availaible
5826,City,121,Cancelled,07/15/2016,8:50:52 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5827,Airport,112,Trip Completed,07/15/2016,8:52:58 AM,07/15/2016,9:29:41 AM,Friday,8,Morning,Full_Filled,Availaible
5828,City,195,Cancelled,07/15/2016,9:00:06 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5829,City,0,No Cars Available,07/15/2016,9:01:29 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5830,City,44,Cancelled,07/15/2016,8:55:30 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5831,City,71,Cancelled,07/15/2016,8:56:04 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5832,City,186,Trip Completed,07/15/2016,9:00:25 AM,07/15/2016,9:55:11 AM,Friday,9,Morning,Full_Filled,Availaible
5833,City,250,Cancelled,07/15/2016,8:57:27 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5834,Airport,100,Trip Completed,07/15/2016,8:54:03 AM,07/15/2016,10:05:52 AM,Friday,8,Morning,Full_Filled,Availaible
5835,City,69,Cancelled,07/15/2016,8:53:49 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5836,City,243,Cancelled,07/15/2016,9:02:31 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5837,City,0,No Cars Available,07/15/2016,8:59:45 AM,NA,NA,Friday,8,Morning,Not Availaible,No Car Availaible
5838,City,33,Cancelled,07/15/2016,9:02:37 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5839,City,117,Cancelled,07/15/2016,8:57:28 AM,NA,NA,Friday,8,Morning,Cancelled,Availaible
5840,City,0,No Cars Available,07/15/2016,9:07:44 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5841,City,0,No Cars Available,07/15/2016,9:07:25 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5842,City,102,Trip Completed,07/15/2016,9:04:30 AM,07/15/2016,9:53:00 AM,Friday,9,Morning,Full_Filled,Availaible
5843,Airport,196,Trip Completed,07/15/2016,9:10:25 AM,07/15/2016,9:36:13 AM,Friday,9,Morning,Full_Filled,Availaible
5844,Airport,300,Trip Completed,07/15/2016,9:07:08 AM,07/15/2016,9:56:07 AM,Friday,9,Morning,Full_Filled,Availaible
5845,City,0,No Cars Available,07/15/2016,9:06:22 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5846,City,27,Cancelled,07/15/2016,9:05:16 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5847,Airport,31,Cancelled,07/15/2016,9:05:37 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5848,City,90,Cancelled,07/15/2016,9:04:49 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5849,City,131,Cancelled,07/15/2016,9:09:39 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5850,City,215,Trip Completed,07/15/2016,9:03:38 AM,07/15/2016,10:14:54 AM,Friday,9,Morning,Full_Filled,Availaible
5851,Airport,230,Trip Completed,07/15/2016,9:03:41 AM,07/15/2016,10:19:50 AM,Friday,9,Morning,Full_Filled,Availaible
5852,City,0,No Cars Available,07/15/2016,9:07:27 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5853,City,99,Cancelled,07/15/2016,9:10:11 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5854,Airport,103,Cancelled,07/15/2016,9:09:31 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5855,City,157,Cancelled,07/15/2016,9:06:45 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5856,City,203,Cancelled,07/15/2016,9:08:43 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5857,Airport,5,Trip Completed,07/15/2016,9:08:50 AM,07/15/2016,10:07:07 AM,Friday,9,Morning,Full_Filled,Availaible
5858,City,0,No Cars Available,07/15/2016,9:14:49 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5859,City,0,No Cars Available,07/15/2016,9:11:54 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5860,City,155,Cancelled,07/15/2016,9:13:49 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5861,Airport,77,Trip Completed,07/15/2016,9:11:35 AM,07/15/2016,10:26:31 AM,Friday,9,Morning,Full_Filled,Availaible
5862,City,176,Trip Completed,07/15/2016,9:19:28 AM,07/15/2016,9:56:53 AM,Friday,9,Morning,Full_Filled,Availaible
5863,City,0,No Cars Available,07/15/2016,9:15:15 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5864,Airport,50,Trip Completed,07/15/2016,9:22:58 AM,07/15/2016,10:18:30 AM,Friday,9,Morning,Full_Filled,Availaible
5865,City,248,Cancelled,07/15/2016,9:18:48 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5866,City,39,Cancelled,07/15/2016,9:19:04 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5867,City,193,Cancelled,07/15/2016,9:19:33 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5868,City,125,Trip Completed,07/15/2016,9:16:06 AM,07/15/2016,10:34:41 AM,Friday,9,Morning,Full_Filled,Availaible
5869,City,140,Trip Completed,07/15/2016,9:22:44 AM,07/15/2016,10:11:52 AM,Friday,9,Morning,Full_Filled,Availaible
5870,Airport,231,Trip Completed,07/15/2016,9:23:38 AM,07/15/2016,10:17:50 AM,Friday,9,Morning,Full_Filled,Availaible
5871,City,177,Cancelled,07/15/2016,9:23:40 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5872,City,29,Cancelled,07/15/2016,9:20:22 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5873,City,250,Cancelled,07/15/2016,9:20:40 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5874,City,234,Cancelled,07/15/2016,9:21:37 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5875,City,31,Cancelled,07/15/2016,9:22:33 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5876,City,258,Cancelled,07/15/2016,9:27:21 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5877,City,31,Trip Completed,07/15/2016,9:37:21 AM,07/15/2016,10:08:03 AM,Friday,9,Morning,Full_Filled,Availaible
5878,City,219,Trip Completed,07/15/2016,9:33:33 AM,07/15/2016,10:30:25 AM,Friday,9,Morning,Full_Filled,Availaible
5879,City,275,Cancelled,07/15/2016,9:27:08 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5880,City,44,Cancelled,07/15/2016,9:38:50 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5881,City,0,No Cars Available,07/15/2016,9:36:16 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5882,City,0,No Cars Available,07/15/2016,9:32:01 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5883,Airport,155,Trip Completed,07/15/2016,9:39:54 AM,07/15/2016,10:48:56 AM,Friday,9,Morning,Full_Filled,Availaible
5884,City,226,Cancelled,07/15/2016,9:36:16 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5885,City,0,No Cars Available,07/15/2016,9:34:13 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5886,City,73,Cancelled,07/15/2016,9:33:06 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5887,City,74,Trip Completed,07/15/2016,9:39:16 AM,07/15/2016,10:23:50 AM,Friday,9,Morning,Full_Filled,Availaible
5888,City,273,Trip Completed,07/15/2016,9:38:06 AM,07/15/2016,10:35:37 AM,Friday,9,Morning,Full_Filled,Availaible
5889,City,0,No Cars Available,07/15/2016,9:38:50 AM,NA,NA,Friday,9,Morning,Not Availaible,No Car Availaible
5890,City,18,Trip Completed,07/15/2016,9:43:56 AM,07/15/2016,10:55:21 AM,Friday,9,Morning,Full_Filled,Availaible
5891,Airport,266,Trip Completed,07/15/2016,9:37:45 AM,07/15/2016,10:34:22 AM,Friday,9,Morning,Full_Filled,Availaible
5892,City,118,Trip Completed,07/15/2016,9:48:14 AM,07/15/2016,10:46:15 AM,Friday,9,Morning,Full_Filled,Availaible
5893,City,206,Trip Completed,07/15/2016,9:42:11 AM,07/15/2016,10:18:03 AM,Friday,9,Morning,Full_Filled,Availaible
5894,City,78,Cancelled,07/15/2016,9:46:13 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5895,City,201,Cancelled,07/15/2016,9:49:21 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5896,City,32,Trip Completed,07/15/2016,9:47:10 AM,07/15/2016,10:32:40 AM,Friday,9,Morning,Full_Filled,Availaible
5897,City,250,Trip Completed,07/15/2016,9:53:16 AM,07/15/2016,10:52:06 AM,Friday,9,Morning,Full_Filled,Availaible
5898,City,7,Trip Completed,07/15/2016,9:50:27 AM,07/15/2016,10:40:38 AM,Friday,9,Morning,Full_Filled,Availaible
5899,Airport,66,Trip Completed,07/15/2016,9:55:04 AM,07/15/2016,10:23:10 AM,Friday,9,Morning,Full_Filled,Availaible
5900,City,173,Trip Completed,07/15/2016,9:53:29 AM,07/15/2016,10:44:45 AM,Friday,9,Morning,Full_Filled,Availaible
5901,City,214,Trip Completed,07/15/2016,9:53:11 AM,07/15/2016,11:01:26 AM,Friday,9,Morning,Full_Filled,Availaible
5902,City,22,Trip Completed,07/15/2016,9:52:57 AM,07/15/2016,10:37:05 AM,Friday,9,Morning,Full_Filled,Availaible
5903,City,83,Cancelled,07/15/2016,9:58:03 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5904,City,152,Trip Completed,07/15/2016,10:00:45 AM,07/15/2016,10:34:27 AM,Friday,10,Morning,Full_Filled,Availaible
5905,Airport,272,Trip Completed,07/15/2016,9:51:06 AM,07/15/2016,10:29:05 AM,Friday,9,Morning,Full_Filled,Availaible
5906,City,114,Trip Completed,07/15/2016,9:56:43 AM,07/15/2016,10:28:59 AM,Friday,9,Morning,Full_Filled,Availaible
5907,Airport,170,Trip Completed,07/15/2016,9:56:35 AM,07/15/2016,11:04:42 AM,Friday,9,Morning,Full_Filled,Availaible
5908,Airport,271,Trip Completed,07/15/2016,9:56:21 AM,07/15/2016,11:08:18 AM,Friday,9,Morning,Full_Filled,Availaible
5909,City,0,No Cars Available,07/15/2016,10:00:53 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5910,Airport,51,Trip Completed,07/15/2016,10:00:42 AM,07/15/2016,10:52:49 AM,Friday,10,Morning,Full_Filled,Availaible
5911,City,68,Cancelled,07/15/2016,9:53:54 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5912,City,177,Cancelled,07/15/2016,10:00:47 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5913,City,191,Cancelled,07/15/2016,9:58:51 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5914,City,216,Cancelled,07/15/2016,9:58:36 AM,NA,NA,Friday,9,Morning,Cancelled,Availaible
5915,City,244,Trip Completed,07/15/2016,10:00:26 AM,07/15/2016,11:02:33 AM,Friday,10,Morning,Full_Filled,Availaible
5916,City,3,Trip Completed,07/15/2016,10:00:42 AM,07/15/2016,10:53:06 AM,Friday,10,Morning,Full_Filled,Availaible
5917,Airport,104,Trip Completed,07/15/2016,10:04:15 AM,07/15/2016,10:54:15 AM,Friday,10,Morning,Full_Filled,Availaible
5918,City,204,Cancelled,07/15/2016,10:01:19 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5919,City,19,Trip Completed,07/15/2016,10:03:42 AM,07/15/2016,10:59:27 AM,Friday,10,Morning,Full_Filled,Availaible
5920,Airport,122,Trip Completed,07/15/2016,10:06:21 AM,07/15/2016,10:41:40 AM,Friday,10,Morning,Full_Filled,Availaible
5921,City,138,Trip Completed,07/15/2016,10:04:06 AM,07/15/2016,10:42:07 AM,Friday,10,Morning,Full_Filled,Availaible
5922,City,0,No Cars Available,07/15/2016,10:07:18 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5923,City,12,Trip Completed,07/15/2016,10:07:49 AM,07/15/2016,10:50:49 AM,Friday,10,Morning,Full_Filled,Availaible
5924,City,86,Trip Completed,07/15/2016,10:09:08 AM,07/15/2016,10:47:56 AM,Friday,10,Morning,Full_Filled,Availaible
5925,City,115,Trip Completed,07/15/2016,10:08:03 AM,07/15/2016,10:32:39 AM,Friday,10,Morning,Full_Filled,Availaible
5926,City,163,Cancelled,07/15/2016,10:05:35 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5927,City,1,Cancelled,07/15/2016,10:12:40 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5928,City,257,Cancelled,07/15/2016,10:07:34 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5929,Airport,278,Trip Completed,07/15/2016,10:06:37 AM,07/15/2016,10:53:38 AM,Friday,10,Morning,Full_Filled,Availaible
5930,City,0,No Cars Available,07/15/2016,10:12:02 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5931,City,0,No Cars Available,07/15/2016,10:10:47 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5932,Airport,73,Trip Completed,07/15/2016,10:09:21 AM,07/15/2016,11:21:25 AM,Friday,10,Morning,Full_Filled,Availaible
5933,City,119,Trip Completed,07/15/2016,10:12:18 AM,07/15/2016,11:01:39 AM,Friday,10,Morning,Full_Filled,Availaible
5934,Airport,0,No Cars Available,07/15/2016,10:12:18 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5935,City,87,Cancelled,07/15/2016,10:13:45 AM,NA,NA,Friday,10,Morning,Cancelled,Availaible
5936,Airport,172,Trip Completed,07/15/2016,10:17:39 AM,07/15/2016,11:04:32 AM,Friday,10,Morning,Full_Filled,Availaible
5937,City,0,No Cars Available,07/15/2016,10:20:55 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5938,City,105,Trip Completed,07/15/2016,10:16:23 AM,07/15/2016,11:06:41 AM,Friday,10,Morning,Full_Filled,Availaible
5939,City,0,No Cars Available,07/15/2016,10:18:54 AM,NA,NA,Friday,10,Morning,Not Availaible,No Car Availaible
5940,City,63,Trip Completed,07/15/2016,10:18:25 AM,07/15/2016,11:12:52 AM,Friday,10,Morning,Full_Filled,Availaible
